oa_code,All people aged 16 to 64 in households,AB Higher and intermediate managerial/administrative/professional,"C1 Supervisory, clerical, junior managerial/administrative/professional",C2 Skilled manual workers,"DE Semi-skilled and unskilled manual workers; on state benefit, unemployed, lowest grade workers"
S00130189,43,11,13,17,2
S00130190,95,20,39,19,17
S00130191,103,18,25,28,32
S00130192,94,9,38,20,27
S00130193,90,10,12,32,36
S00130194,54,2,12,13,27
S00130195,56,2,25,11,18
S00130196,40,2,14,7,17
S00130197,49,3,7,7,32
S00130198,43,0,9,21,13
S00130199,54,2,9,14,29
S00130200,49,1,9,17,22
S00130201,59,0,16,11,32
S00130202,37,2,9,4,22
S00130203,98,13,40,15,30
S00130204,74,4,31,20,19
S00130205,85,5,31,22,27
S00130206,83,2,13,24,44
S00130207,81,5,18,17,41
S00130208,41,7,15,3,16
S00130209,64,4,11,16,33
S00130210,68,4,10,12,42
S00130211,33,0,2,11,20
S00130212,80,5,20,21,34
S00130213,90,6,18,19,47
S00130214,45,1,13,7,24
S00130215,55,2,12,9,32
S00130216,42,0,10,4,28
S00130217,58,0,11,24,23
S00130218,88,8,26,19,35
S00130219,60,8,17,17,18
S00130220,51,4,9,7,31
S00130221,64,0,7,19,38
S00130222,66,0,12,12,42
S00130223,83,14,33,15,21
S00130224,83,20,14,29,20
S00130225,115,23,54,26,12
S00130226,70,5,24,14,27
S00130227,105,11,26,39,29
S00130228,65,15,32,5,13
S00130229,62,15,22,21,4
S00130230,101,19,32,34,16
S00130231,146,72,39,25,10
S00130232,74,5,34,18,17
S00130233,94,23,33,18,20
S00130234,83,45,24,9,5
S00130235,81,27,38,14,2
S00130236,88,33,32,15,8
S00130237,68,16,27,13,12
S00130238,94,59,18,9,8
S00130239,70,16,29,13,12
S00130240,101,38,36,22,5
S00130241,79,21,28,17,13
S00130242,139,37,65,17,20
S00130243,101,42,43,10,6
S00130244,83,33,24,16,10
S00130245,73,54,12,6,1
S00130246,111,56,26,13,16
S00130247,84,36,34,8,6
S00130248,104,16,37,22,29
S00130249,78,25,33,9,11
S00130250,49,15,12,7,15
S00130251,79,44,15,19,1
S00130252,91,28,24,12,27
S00130253,104,38,43,15,8
S00130254,86,30,33,9,14
S00130255,38,14,12,8,4
S00130256,47,5,16,6,20
S00130257,50,5,12,13,20
S00130258,67,17,24,18,8
S00130259,47,11,18,7,11
S00130260,55,7,10,12,26
S00130261,102,5,32,21,44
S00130262,65,2,21,8,34
S00130263,130,9,60,24,37
S00130264,85,12,31,16,26
S00130265,76,18,23,12,23
S00130266,58,3,6,17,32
S00130267,40,18,11,11,0
S00130268,92,6,21,20,45
S00130269,80,5,22,20,33
S00130270,107,5,16,34,52
S00130271,59,2,17,2,38
S00130272,71,2,16,19,34
S00130273,39,2,3,7,27
S00130274,87,13,26,10,38
S00130275,106,14,12,22,58
S00130276,38,0,11,3,24
S00130277,60,4,26,14,16
S00130278,56,3,17,15,21
S00130279,65,2,11,31,21
S00130280,86,4,19,28,35
S00130281,69,4,23,12,30
S00130282,37,0,4,12,21
S00130283,100,10,40,25,25
S00130284,52,6,13,10,23
S00130285,44,2,14,7,21
S00130286,114,19,43,32,20
S00130287,57,5,13,23,16
S00130288,73,3,14,20,36
S00130289,57,1,14,10,32
S00130290,79,2,26,26,25
S00130291,56,0,17,16,23
S00130292,88,4,14,22,48
S00130293,59,0,13,13,33
S00130294,76,8,16,14,38
S00130295,105,0,11,28,66
S00130296,84,1,19,16,48
S00130297,94,1,22,17,54
S00130298,72,4,15,23,30
S00130299,68,5,35,12,16
S00130300,57,4,12,16,25
S00130301,60,0,12,5,43
S00130302,75,3,41,18,13
S00130303,80,6,32,15,27
S00130304,90,6,36,21,27
S00130305,43,5,10,9,19
S00130306,64,14,33,12,5
S00130307,58,2,22,16,18
S00130308,156,29,59,32,36
S00130309,71,2,28,18,23
S00130310,63,1,13,11,38
S00130311,64,15,27,22,0
S00130312,69,22,25,11,11
S00130313,57,5,21,15,16
S00130314,68,6,26,19,17
S00130315,79,14,36,14,15
S00130316,63,8,30,11,14
S00130317,106,2,43,28,33
S00130318,51,10,23,10,8
S00130319,113,14,49,24,26
S00130320,135,6,53,31,45
S00130321,36,0,16,6,14
S00130322,93,14,26,23,30
S00130323,36,2,3,8,23
S00130324,61,6,16,18,21
S00130325,69,5,13,23,28
S00130326,99,21,44,18,16
S00130327,76,9,31,17,19
S00130328,81,8,27,22,24
S00130329,63,14,15,17,17
S00130330,74,5,28,12,29
S00130331,86,7,24,26,29
S00130332,110,24,31,43,12
S00130333,69,10,35,16,8
S00130334,111,5,49,24,33
S00130335,62,9,19,26,8
S00130336,71,32,24,8,7
S00130337,83,20,35,15,13
S00130338,50,24,12,5,9
S00130339,8,0,2,3,3
S00130340,51,6,21,18,6
S00130341,58,5,23,13,17
S00130342,45,5,15,11,14
S00130343,109,22,36,18,33
S00130344,78,8,29,29,12
S00130345,87,15,25,25,22
S00130346,37,4,9,10,14
S00130347,47,1,12,10,24
S00130348,70,3,19,24,24
S00130349,50,2,15,19,14
S00130350,29,3,6,10,10
S00130351,88,2,27,19,40
S00130352,56,0,12,13,31
S00130353,39,1,8,7,23
S00130354,67,2,25,17,23
S00130355,56,6,27,11,12
S00130356,42,1,6,10,25
S00130357,71,7,26,14,24
S00130358,54,0,20,16,18
S00130359,83,5,25,13,40
S00130360,42,0,13,13,16
S00130361,61,2,20,7,32
S00130362,74,9,24,24,17
S00130363,39,3,11,15,10
S00130364,66,13,29,8,16
S00130365,80,14,21,28,17
S00130366,83,23,37,19,4
S00130367,57,11,23,6,17
S00130368,75,26,20,11,18
S00130369,106,61,27,18,0
S00130370,56,26,11,9,10
S00130371,77,53,14,8,2
S00130372,102,31,24,21,26
S00130373,61,17,16,12,16
S00130374,141,71,37,22,11
S00130375,48,24,11,13,0
S00130376,109,33,23,29,24
S00130377,87,33,40,6,8
S00130378,81,35,36,10,0
S00130379,69,28,19,16,6
S00130380,41,9,8,10,14
S00130381,66,17,23,18,8
S00130382,79,21,18,23,17
S00130383,85,6,27,22,30
S00130384,92,3,17,29,43
S00130385,99,6,28,29,36
S00130386,65,8,19,22,16
S00130387,64,2,31,9,22
S00130388,62,7,15,18,22
S00130389,49,8,8,11,22
S00130390,83,15,29,25,14
S00130391,68,15,30,16,7
S00130392,78,9,19,31,19
S00130393,83,14,29,23,17
S00130394,55,10,17,12,16
S00130395,75,19,36,17,3
S00130396,68,14,20,15,19
S00130397,74,12,34,15,13
S00130398,77,22,35,16,4
S00130399,62,17,22,16,7
S00130400,57,27,12,13,5
S00130401,98,26,46,14,12
S00130402,100,24,35,26,15
S00130403,75,30,21,13,11
S00130404,66,24,21,6,15
S00130405,50,4,13,17,16
S00130406,67,12,21,20,14
S00130407,55,20,19,9,7
S00130408,111,48,35,16,12
S00130409,70,21,28,11,10
S00130410,133,35,48,26,24
S00130411,80,28,26,13,13
S00130412,55,17,17,10,11
S00130413,70,26,28,4,12
S00130414,105,21,41,25,18
S00130415,57,14,19,15,9
S00130416,66,26,29,4,7
S00130417,80,17,30,13,20
S00130418,65,7,14,26,18
S00130419,33,2,14,5,12
S00130420,33,2,9,10,12
S00130421,56,8,16,19,13
S00130422,66,6,19,11,30
S00130423,41,3,12,5,21
S00130424,46,3,9,16,18
S00130425,43,3,12,8,20
S00130426,50,0,22,11,17
S00130427,64,8,18,15,23
S00130428,59,2,18,20,19
S00130429,37,1,6,9,21
S00130430,35,0,6,13,16
S00130431,87,0,30,18,39
S00130432,95,3,26,50,16
S00130433,76,2,18,37,19
S00130434,70,3,28,11,28
S00130435,104,0,31,29,44
S00130436,88,6,22,20,40
S00130437,97,3,25,27,42
S00130438,72,2,29,11,30
S00130439,65,4,17,14,30
S00130440,52,4,9,24,15
S00130441,43,0,6,7,30
S00130442,50,5,15,15,15
S00130443,53,0,21,11,21
S00130444,37,3,10,6,18
S00130445,35,2,1,8,24
S00130446,56,2,4,20,30
S00130447,75,3,9,14,49
S00130448,66,2,19,31,14
S00130449,90,1,23,33,33
S00130450,66,1,24,21,20
S00130451,50,2,9,10,29
S00130452,36,2,12,7,15
S00130453,66,5,9,16,36
S00130454,66,1,10,14,41
S00130455,94,14,20,18,42
S00130456,47,3,12,9,23
S00130457,65,14,29,5,17
S00130458,68,11,31,10,16
S00130459,46,21,14,8,3
S00130460,64,28,14,18,4
S00130461,111,55,25,17,14
S00130462,93,40,36,3,14
S00130463,86,30,29,13,14
S00130464,64,14,16,14,20
S00130465,61,7,15,18,21
S00130466,87,24,23,35,5
S00130467,47,22,9,0,16
S00130468,71,33,13,17,8
S00130469,89,3,29,9,48
S00130470,80,9,20,30,21
S00130471,43,1,10,4,28
S00130472,112,5,26,37,44
S00130473,91,15,26,10,40
S00130474,114,74,22,15,3
S00130475,85,50,22,5,8
S00130476,93,42,21,20,10
S00130477,68,4,19,19,26
S00130478,47,10,20,5,12
S00130479,93,13,29,19,32
S00130480,75,9,21,21,24
S00130481,69,9,13,16,31
S00130482,115,21,53,31,10
S00130483,73,1,21,15,36
S00130484,41,0,7,14,20
S00130485,31,2,8,4,17
S00130486,83,4,21,20,38
S00130487,63,0,21,12,30
S00130488,61,5,20,18,18
S00130489,57,5,14,27,11
S00130490,73,14,34,20,5
S00130491,24,6,6,4,8
S00130492,56,10,15,20,11
S00130493,61,4,7,15,35
S00130494,70,4,16,11,39
S00130495,42,3,8,12,19
S00130496,64,1,23,11,29
S00130497,66,0,4,18,44
S00130498,52,1,12,21,18
S00130499,62,7,18,16,21
S00130500,64,2,19,14,29
S00130501,63,1,15,14,33
S00130502,38,0,4,12,22
S00130503,46,3,8,15,20
S00130504,46,1,13,6,26
S00130505,51,2,17,1,31
S00130506,51,2,10,8,31
S00130507,90,13,36,28,13
S00130508,61,0,12,13,36
S00130509,70,23,32,2,13
S00130510,72,19,29,19,5
S00130511,55,28,21,5,1
S00130512,61,27,19,8,7
S00130513,35,6,9,8,12
S00130514,38,13,10,11,4
S00130515,55,19,15,9,12
S00130516,36,4,11,8,13
S00130517,90,27,39,10,14
S00130518,37,8,21,0,8
S00130519,77,21,25,19,12
S00130520,35,12,22,1,0
S00130521,59,6,17,17,19
S00130522,83,28,34,20,1
S00130523,96,21,33,11,31
S00130524,110,30,43,14,23
S00130525,32,15,14,0,3
S00130526,49,10,13,9,17
S00130527,44,2,9,8,25
S00130528,91,7,26,20,38
S00130529,50,2,24,12,12
S00130530,56,0,14,14,28
S00130531,47,2,18,3,24
S00130532,79,21,31,19,8
S00130533,76,27,28,14,7
S00130534,141,51,46,23,21
S00130535,133,34,71,17,11
S00130536,138,31,40,24,43
S00130537,122,18,38,28,38
S00130538,195,52,61,50,32
S00130539,95,26,40,15,14
S00130540,82,14,26,27,15
S00130541,86,18,29,19,20
S00130542,48,5,23,12,8
S00130543,53,14,17,14,8
S00130544,44,3,14,9,18
S00130545,63,6,9,26,22
S00130546,98,15,35,11,37
S00130547,34,8,13,9,4
S00130548,63,0,10,16,37
S00130549,65,0,16,15,34
S00130550,50,0,13,21,16
S00130551,59,11,23,8,17
S00130552,100,0,19,21,60
S00130553,39,11,7,4,17
S00130554,130,33,37,40,20
S00130555,172,35,60,46,31
S00130556,103,9,33,19,42
S00130557,88,9,34,16,29
S00130558,66,8,23,22,13
S00130559,97,6,21,8,62
S00130560,35,3,10,11,11
S00130561,105,0,16,27,62
S00130562,75,15,31,12,17
S00130563,73,13,37,18,5
S00130564,40,4,24,5,7
S00130565,89,9,36,13,31
S00130566,110,27,47,20,16
S00130567,120,18,57,31,14
S00130568,48,8,23,7,10
S00130569,48,1,11,12,24
S00130570,43,0,8,5,30
S00130571,93,3,15,13,62
S00130572,43,6,28,6,3
S00130573,108,25,30,24,29
S00130574,105,2,32,29,42
S00130575,145,26,58,43,18
S00130576,53,2,9,13,29
S00130577,87,16,23,24,24
S00130578,99,10,26,28,35
S00130579,134,14,39,50,31
S00130580,160,16,49,70,25
S00130581,151,27,50,51,23
S00130582,99,15,33,14,37
S00130583,52,15,9,18,10
S00130584,46,0,4,12,30
S00130585,119,2,16,27,74
S00130586,138,39,26,38,35
S00130587,66,5,30,20,11
S00130588,59,9,26,12,12
S00130589,101,11,29,47,14
S00130590,117,18,49,31,19
S00130591,133,47,55,22,9
S00130592,93,10,44,18,21
S00130593,212,84,63,49,16
S00130594,63,7,26,12,18
S00130595,82,8,24,33,17
S00130596,56,2,14,14,26
S00130597,85,26,23,16,20
S00130598,76,35,20,12,9
S00130599,53,1,8,27,17
S00130600,50,8,11,14,17
S00130601,76,4,20,17,35
S00130602,46,0,3,10,33
S00130603,64,1,7,14,42
S00130604,32,2,6,15,9
S00130605,93,15,41,24,13
S00130606,98,10,27,14,47
S00130607,92,5,34,23,30
S00130608,94,13,29,24,28
S00130609,37,2,15,12,8
S00130610,96,4,34,34,24
S00130611,49,3,14,5,27
S00130612,49,10,18,12,9
S00130613,49,7,23,10,9
S00130614,110,26,43,19,22
S00130615,97,8,46,20,23
S00130616,59,3,23,9,24
S00130617,32,1,15,7,9
S00130618,74,9,17,20,28
S00130619,49,0,10,14,25
S00130620,56,7,24,10,15
S00130621,62,28,24,8,2
S00130622,59,21,28,3,7
S00130623,38,6,12,5,15
S00130624,76,29,32,8,7
S00130625,50,16,9,11,14
S00130626,88,6,28,18,36
S00130627,63,11,20,15,17
S00130628,46,1,10,5,30
S00130629,39,3,10,6,20
S00130630,52,1,13,11,27
S00130631,58,4,13,15,26
S00130632,86,9,31,20,26
S00130633,90,17,30,14,29
S00130634,99,34,33,22,10
S00130635,78,32,29,10,7
S00130636,84,22,36,13,13
S00130637,100,34,29,23,14
S00130638,110,6,27,38,39
S00130639,13,5,0,0,8
S00130640,69,27,20,10,12
S00130641,12,2,1,4,5
S00130642,44,2,18,9,15
S00130643,56,5,14,8,29
S00130644,110,12,29,41,28
S00130645,77,4,33,25,15
S00130646,129,34,44,29,22
S00130647,122,14,34,41,33
S00130648,120,27,40,38,15
S00130649,120,24,48,31,17
S00130650,64,14,28,7,15
S00130651,53,10,28,8,7
S00130652,72,16,34,16,6
S00130653,77,11,27,12,27
S00130654,147,39,48,42,18
S00130655,94,27,27,26,14
S00130656,147,32,88,22,5
S00130657,49,15,14,13,7
S00130658,80,18,28,19,15
S00130659,84,15,34,30,5
S00130660,69,15,30,9,15
S00130661,112,25,47,22,18
S00130662,80,12,33,20,15
S00130663,81,13,29,19,20
S00130664,69,18,26,12,13
S00130665,121,23,50,21,27
S00130666,63,12,32,15,4
S00130667,112,21,61,21,9
S00130668,181,48,56,58,19
S00130669,33,10,18,1,4
S00130670,85,43,20,8,14
S00130671,105,49,29,21,6
S00130672,102,52,25,16,9
S00130673,65,35,16,8,6
S00130674,129,61,45,14,9
S00130675,80,12,32,21,15
S00130676,72,20,22,19,11
S00130677,90,28,23,33,6
S00130678,101,29,26,28,18
S00130679,71,24,13,27,7
S00130680,102,38,28,33,3
S00130681,38,5,10,12,11
S00130682,89,28,15,36,10
S00130683,37,9,6,15,7
S00130684,96,43,32,12,9
S00130685,45,10,15,16,4
S00130686,73,22,16,32,3
S00130687,76,32,20,22,2
S00130688,68,19,16,29,4
S00130689,82,31,17,22,12
S00130690,88,23,29,26,10
S00130691,67,13,29,9,16
S00130692,55,17,27,7,4
S00130693,89,24,46,13,6
S00130694,106,22,54,17,13
S00130695,81,28,29,21,3
S00130696,84,24,32,16,12
S00130697,72,6,28,23,15
S00130698,113,46,42,21,4
S00130699,89,35,36,8,10
S00130700,99,49,38,8,4
S00130701,113,34,37,25,17
S00130702,100,53,34,13,0
S00130703,149,50,59,24,16
S00130704,121,37,57,13,14
S00130705,138,47,57,24,10
S00130706,116,4,38,25,49
S00130707,61,21,20,10,10
S00130708,102,41,36,16,9
S00130709,135,49,52,21,13
S00130710,83,31,28,22,2
S00130711,98,31,30,21,16
S00130712,85,25,42,10,8
S00130713,140,46,54,27,13
S00130714,123,34,58,26,5
S00130715,80,24,36,13,7
S00130716,67,21,39,3,4
S00130717,48,13,18,12,5
S00130718,46,21,11,12,2
S00130719,82,18,31,13,20
S00130720,93,48,20,18,7
S00130721,90,35,34,17,4
S00130722,74,7,20,27,20
S00130723,85,20,24,26,15
S00130724,90,11,32,19,28
S00130725,86,6,22,29,29
S00130726,39,9,15,9,6
S00130727,99,15,32,41,11
S00130728,55,19,23,10,3
S00130729,76,28,20,22,6
S00130730,72,22,29,16,5
S00130731,111,23,43,25,20
S00130732,160,76,49,18,17
S00130733,101,38,39,18,6
S00130734,79,25,28,20,6
S00130735,75,16,32,22,5
S00130736,111,51,32,22,6
S00130737,87,46,22,13,6
S00130738,31,3,7,17,4
S00130739,81,7,36,24,14
S00130740,107,6,40,44,17
S00130741,55,7,26,19,3
S00130742,126,31,54,28,13
S00130743,90,16,23,17,34
S00130744,39,8,13,11,7
S00130745,95,16,40,32,7
S00130746,98,19,35,31,13
S00130747,90,22,20,34,14
S00130748,93,22,31,33,7
S00130749,56,4,23,18,11
S00130750,59,24,15,12,8
S00130751,127,32,16,50,29
S00130752,90,16,32,28,14
S00130753,106,21,44,29,12
S00130754,145,52,34,40,19
S00130755,57,15,8,23,11
S00130756,103,7,27,48,21
S00130757,31,8,17,3,3
S00130758,102,18,15,23,46
S00130759,48,16,19,12,1
S00130760,77,30,30,9,8
S00130761,49,23,12,10,4
S00130762,42,8,13,9,12
S00130763,110,30,36,34,10
S00130764,68,11,21,20,16
S00130765,67,5,25,22,15
S00130766,127,24,50,39,14
S00130767,103,13,34,37,19
S00130768,114,36,38,28,12
S00130769,111,29,22,43,17
S00130770,114,49,39,18,8
S00130771,124,27,55,24,18
S00130772,43,14,20,3,6
S00130773,115,40,36,32,7
S00130774,66,6,14,29,17
S00130775,63,4,9,24,26
S00130776,78,9,22,13,34
S00130777,84,9,16,29,30
S00130778,28,4,12,6,6
S00130779,144,47,44,28,25
S00130780,38,6,8,20,4
S00130781,88,10,38,23,17
S00130782,57,12,23,14,8
S00130783,63,9,15,29,10
S00130784,36,9,1,21,5
S00130785,61,9,16,28,8
S00130786,60,16,16,17,11
S00130787,37,11,12,12,2
S00130788,55,4,22,14,15
S00130789,36,6,2,17,11
S00130790,49,5,8,18,18
S00130791,73,28,22,22,1
S00130792,81,19,18,33,11
S00130793,51,7,13,18,13
S00130794,98,22,30,31,15
S00130795,99,18,25,30,26
S00130796,82,22,15,32,13
S00130797,67,23,22,20,2
S00130798,45,15,11,12,7
S00130799,70,17,17,31,5
S00130800,97,24,38,21,14
S00130801,69,28,17,22,2
S00130802,78,31,23,19,5
S00130803,48,16,17,14,1
S00130804,94,23,17,36,18
S00130805,45,16,9,13,7
S00130806,95,3,24,24,44
S00130807,58,4,11,26,17
S00130808,88,3,13,35,37
S00130809,69,4,14,22,29
S00130810,41,0,7,18,16
S00130811,82,3,12,29,38
S00130812,51,0,6,27,18
S00130813,42,3,9,16,14
S00130814,53,0,9,17,27
S00130815,61,11,12,18,20
S00130816,67,7,13,18,29
S00130817,91,16,26,30,19
S00130818,76,9,3,16,48
S00130819,110,12,23,49,26
S00130820,76,6,6,31,33
S00130821,114,12,33,49,20
S00130822,92,11,14,39,28
S00130823,64,4,17,19,24
S00130824,77,3,15,33,26
S00130825,75,9,7,26,33
S00130826,82,1,7,23,51
S00130827,45,1,8,16,20
S00130828,60,4,7,29,20
S00130829,66,6,5,33,22
S00130830,37,0,6,12,19
S00130831,81,15,32,23,11
S00130832,102,31,41,25,5
S00130833,62,4,14,22,22
S00130834,77,21,28,15,13
S00130835,76,8,23,25,20
S00130836,88,5,12,32,39
S00130837,66,7,31,12,16
S00130838,63,14,19,15,15
S00130839,55,15,16,13,11
S00130840,83,18,31,18,16
S00130841,59,6,6,27,20
S00130842,75,6,19,16,34
S00130843,47,3,5,18,21
S00130844,56,1,5,9,41
S00130845,83,4,13,22,44
S00130846,104,6,18,25,55
S00130847,52,6,4,24,18
S00130848,68,2,17,30,19
S00130849,70,1,5,27,37
S00130850,100,15,6,42,37
S00130851,85,4,15,22,44
S00130852,98,24,40,26,8
S00130853,69,2,8,18,41
S00130854,65,3,9,31,22
S00130855,66,3,6,29,28
S00130856,63,3,13,19,28
S00130857,120,26,27,50,17
S00130858,95,18,19,33,25
S00130859,65,7,16,29,13
S00130860,81,4,20,45,12
S00130861,86,7,26,28,25
S00130862,63,5,15,21,22
S00130863,78,8,11,20,39
S00130864,52,8,12,10,22
S00130865,35,1,5,15,14
S00130866,85,3,21,15,46
S00130867,95,15,16,37,27
S00130868,68,5,17,16,30
S00130869,81,1,20,30,30
S00130870,47,0,11,13,23
S00130871,113,18,41,38,16
S00130872,42,14,16,4,8
S00130873,94,8,38,24,24
S00130874,64,4,9,27,24
S00130875,75,19,28,19,9
S00130876,56,23,20,4,9
S00130877,61,10,23,17,11
S00130878,117,28,54,26,9
S00130879,62,12,23,14,13
S00130880,59,21,21,6,11
S00130881,49,19,22,2,6
S00130882,55,29,12,7,7
S00130883,72,33,19,8,12
S00130884,44,13,18,7,6
S00130885,45,5,16,9,15
S00130886,69,6,30,21,12
S00130887,44,4,10,20,10
S00130888,69,18,25,10,16
S00130889,84,0,18,43,23
S00130890,55,3,17,10,25
S00130891,78,9,19,26,24
S00130892,85,0,22,33,30
S00130893,86,3,15,41,27
S00130894,95,3,25,33,34
S00130895,93,15,22,38,18
S00130896,55,7,26,11,11
S00130897,80,5,28,23,24
S00130898,121,30,34,36,21
S00130899,72,12,21,26,13
S00130900,87,14,30,32,11
S00130901,67,5,33,15,14
S00130902,64,5,15,19,25
S00130903,67,5,15,22,25
S00130904,34,7,17,3,7
S00130905,56,13,17,6,20
S00130906,34,5,10,8,11
S00130907,3,0,1,1,1
S00130908,74,11,21,19,23
S00130909,72,8,16,22,26
S00130910,42,6,17,10,9
S00130911,56,1,6,16,33
S00130912,55,1,9,26,19
S00130913,65,1,10,21,33
S00130914,111,12,31,32,36
S00130915,60,0,9,21,30
S00130916,59,4,8,14,33
S00130917,55,1,10,26,18
S00130918,54,1,10,19,24
S00130919,43,3,10,10,20
S00130920,93,40,35,14,4
S00130921,80,25,40,9,6
S00130922,63,31,17,8,7
S00130923,64,21,21,17,5
S00130924,50,19,13,8,10
S00130925,56,17,23,2,14
S00130926,50,4,17,16,13
S00130927,71,19,19,8,25
S00130928,49,2,22,11,14
S00130929,74,19,32,20,3
S00130930,79,10,23,29,17
S00130931,83,53,22,6,2
S00130932,117,10,25,38,44
S00130933,86,49,25,3,9
S00130934,71,39,20,9,3
S00130935,88,8,24,33,23
S00130936,73,17,36,11,9
S00130937,45,5,16,8,16
S00130938,71,13,23,19,16
S00130939,75,0,18,36,21
S00130940,60,7,9,19,25
S00130941,67,6,16,20,25
S00130942,113,32,45,25,11
S00130943,86,45,21,10,10
S00130944,63,27,35,1,0
S00130945,69,23,32,9,5
S00130946,55,28,16,2,9
S00130947,110,58,24,15,13
S00130948,35,15,11,5,4
S00130949,75,25,26,18,6
S00130950,42,18,12,11,1
S00130951,101,41,44,6,10
S00130952,44,18,13,4,9
S00130953,73,31,15,20,7
S00130954,64,9,17,19,19
S00130955,55,9,20,16,10
S00130956,112,58,33,11,10
S00130957,62,15,12,14,21
S00130958,39,4,20,5,10
S00130959,80,54,17,5,4
S00130960,55,22,27,0,6
S00130961,93,29,34,20,10
S00130962,50,26,16,5,3
S00130963,73,24,26,15,8
S00130964,77,37,24,6,10
S00130965,55,27,16,5,7
S00130966,87,50,19,15,3
S00130967,83,2,26,31,24
S00130968,84,17,25,33,9
S00130969,99,14,49,25,11
S00130970,77,5,33,19,20
S00130971,97,33,33,17,14
S00130972,46,5,17,9,15
S00130973,81,25,34,21,1
S00130974,96,26,35,26,9
S00130975,33,8,11,7,7
S00130976,95,24,25,37,9
S00130977,55,24,15,6,10
S00130978,69,6,15,22,26
S00130979,107,23,47,13,24
S00130980,75,20,24,23,8
S00130981,88,35,19,25,9
S00130982,94,27,38,16,13
S00130983,46,20,14,12,0
S00130984,92,9,20,37,26
S00130985,91,7,17,34,33
S00130986,91,23,17,21,30
S00130987,47,4,9,18,16
S00130988,104,22,20,47,15
S00130989,106,4,27,19,56
S00130990,98,6,42,24,26
S00130991,60,5,19,20,16
S00130992,62,0,15,22,25
S00130993,108,12,43,38,15
S00130994,90,10,49,20,11
S00130995,139,23,51,36,29
S00130996,79,4,30,33,12
S00130997,65,16,15,23,11
S00130998,123,42,31,30,20
S00130999,117,46,34,16,21
S00131000,54,4,23,17,10
S00131001,139,7,37,57,38
S00131002,117,16,27,39,35
S00131003,87,2,36,31,18
S00131004,90,10,32,15,33
S00131005,90,5,21,34,30
S00131006,109,6,36,39,28
S00131007,77,8,20,26,23
S00131008,61,5,10,20,26
S00131009,66,0,20,37,9
S00131010,61,1,10,21,29
S00131011,88,2,20,30,36
S00131012,65,18,10,17,20
S00131013,72,6,19,23,24
S00131014,74,4,10,25,35
S00131015,61,13,17,20,11
S00131016,71,13,23,25,10
S00131017,71,12,29,23,7
S00131018,41,5,8,21,7
S00131019,65,11,25,17,12
S00131020,94,16,29,32,17
S00131021,91,6,16,39,30
S00131022,65,8,12,24,21
S00131023,115,2,28,24,61
S00131024,46,10,12,14,10
S00131025,82,24,29,18,11
S00131026,44,7,16,10,11
S00131027,74,17,35,7,15
S00131028,78,14,12,30,22
S00131029,92,12,25,33,22
S00131030,74,10,30,21,13
S00131031,103,5,20,45,33
S00131032,86,4,20,44,18
S00131033,55,1,13,26,15
S00131034,72,6,22,22,22
S00131035,67,7,15,18,27
S00131036,57,15,23,4,15
S00131037,52,0,15,9,28
S00131038,86,19,36,18,13
S00131039,52,6,9,28,9
S00131040,72,35,19,8,10
S00131041,110,4,19,34,53
S00131042,106,2,17,34,53
S00131043,108,2,26,33,47
S00131044,72,17,27,22,6
S00131045,86,20,36,16,14
S00131046,46,4,8,8,26
S00131047,88,36,24,17,11
S00131048,144,42,61,29,12
S00131049,61,5,12,16,28
S00131050,36,5,11,11,9
S00131051,99,18,43,25,13
S00131052,83,5,26,30,22
S00131053,80,0,15,24,41
S00131054,84,16,11,28,29
S00131055,36,2,5,18,11
S00131056,100,18,34,34,14
S00131057,60,2,10,27,21
S00131058,54,1,8,21,24
S00131059,65,8,7,22,28
S00131060,83,3,17,34,29
