oa_code,All people aged 3 and over,Speaks English very well,Speaks English well,Does not speak English well,Does not speak English at all
S00118691,165,158,7,0,0
S00118692,121,105,14,0,2
S00118693,110,104,4,2,0
S00118694,106,99,7,0,0
S00118695,129,120,9,0,0
S00118696,100,93,7,0,0
S00118697,69,62,7,0,0
S00118698,174,155,18,1,0
S00118699,120,112,6,2,0
S00118700,176,159,15,2,0
S00118701,89,80,9,0,0
S00118702,84,80,4,0,0
S00118703,103,98,5,0,0
S00118704,121,107,13,1,0
S00118705,118,109,8,1,0
S00118706,101,96,5,0,0
S00118707,101,83,13,5,0
S00118708,56,48,7,1,0
S00118709,81,78,2,1,0
S00118710,103,87,15,1,0
S00118711,61,59,2,0,0
S00118712,71,71,0,0,0
S00118713,121,109,9,2,1
S00118714,98,96,1,1,0
S00118715,103,82,20,1,0
S00118716,117,107,9,1,0
S00118717,73,72,1,0,0
S00118718,105,96,9,0,0
S00118719,119,115,2,2,0
S00118720,133,129,4,0,0
S00118721,85,76,9,0,0
S00118722,80,73,7,0,0
S00118723,121,109,12,0,0
S00118724,92,83,8,1,0
S00118725,70,69,0,1,0
S00118726,99,90,8,0,1
S00118727,90,81,8,1,0
S00118728,136,127,7,2,0
S00118729,140,119,20,1,0
S00118730,110,88,13,9,0
S00118731,83,73,10,0,0
S00118732,101,92,9,0,0
S00118733,95,78,15,2,0
S00118734,55,50,4,1,0
S00118735,103,89,14,0,0
S00118736,142,122,18,1,1
S00118737,104,92,10,2,0
S00118738,121,113,8,0,0
S00118739,134,116,18,0,0
S00118740,160,110,35,15,0
S00118741,66,61,5,0,0
S00118742,100,94,5,0,1
S00118743,88,83,5,0,0
S00118744,134,131,2,1,0
S00118745,143,125,16,2,0
S00118746,134,114,19,1,0
S00118747,93,84,9,0,0
S00118748,152,133,18,1,0
S00118749,156,152,4,0,0
S00118750,146,138,8,0,0
S00118751,121,115,6,0,0
S00118752,112,108,3,1,0
S00118753,178,164,11,3,0
S00118754,108,93,15,0,0
S00118755,83,76,7,0,0
S00118756,124,115,8,1,0
S00118757,193,176,13,4,0
S00118758,163,154,8,1,0
S00118759,167,161,5,1,0
S00118760,134,96,27,10,1
S00118761,116,111,5,0,0
S00118762,152,140,8,3,1
S00118763,158,147,6,3,2
S00118764,76,69,7,0,0
S00118765,92,87,5,0,0
S00118766,87,79,8,0,0
S00118767,100,85,14,1,0
S00118768,53,47,6,0,0
S00118769,117,86,20,9,2
S00118770,106,87,14,5,0
S00118771,97,91,6,0,0
S00118772,97,83,13,1,0
S00118773,147,125,17,5,0
S00118774,59,54,5,0,0
S00118775,125,113,12,0,0
S00118776,121,106,15,0,0
S00118777,90,79,7,1,3
S00118778,188,168,18,2,0
S00118779,75,67,8,0,0
S00118780,149,139,10,0,0
S00118781,91,73,11,7,0
S00118782,156,149,7,0,0
S00118783,144,132,9,1,2
S00118784,150,134,16,0,0
S00118785,164,158,4,2,0
S00118786,152,132,18,2,0
S00118787,191,178,13,0,0
S00118788,116,101,15,0,0
S00118789,96,88,3,5,0
S00118790,181,165,15,1,0
S00118791,185,160,23,0,2
S00118792,106,96,10,0,0
S00118793,59,58,1,0,0
S00118794,156,142,14,0,0
S00118795,121,110,8,3,0
S00118796,127,107,18,2,0
S00118797,108,95,11,0,2
S00118798,129,116,13,0,0
S00118799,104,81,18,1,4
S00118800,140,114,23,2,1
S00118801,119,104,12,2,1
S00118802,99,82,9,5,3
S00118803,130,118,10,2,0
S00118804,172,142,28,1,1
S00118805,143,127,13,3,0
S00118806,84,70,10,2,2
S00118807,88,75,13,0,0
S00118808,110,92,15,2,1
S00118809,118,102,13,3,0
S00118810,132,122,9,1,0
S00118811,181,167,13,1,0
S00118812,123,98,16,5,4
S00118813,124,118,6,0,0
S00118814,137,118,17,2,0
S00118815,120,114,5,1,0
S00118816,144,120,21,2,1
S00118817,141,126,15,0,0
S00118818,138,125,13,0,0
S00118819,134,115,16,3,0
S00118820,135,127,7,1,0
S00118821,143,137,6,0,0
S00118822,125,115,10,0,0
S00118823,117,99,17,1,0
S00118824,160,149,8,3,0
S00118825,60,57,3,0,0
S00118826,111,62,29,16,4
S00118827,108,81,21,6,0
S00118828,170,144,19,6,1
S00118829,87,78,6,2,1
S00118830,151,129,22,0,0
S00118831,96,90,6,0,0
S00118832,153,143,10,0,0
S00118833,93,84,9,0,0
S00118834,103,100,3,0,0
S00118835,129,115,13,1,0
S00118836,116,109,7,0,0
S00118837,127,116,10,1,0
S00118838,101,90,11,0,0
S00118839,84,68,14,1,1
S00118840,89,79,10,0,0
S00118841,127,110,17,0,0
S00118842,176,157,17,2,0
S00118843,109,101,7,1,0
S00118844,218,195,20,3,0
S00118845,109,100,8,1,0
S00118846,181,173,7,1,0
S00118847,128,107,16,4,1
S00118848,95,90,5,0,0
S00118849,102,87,14,0,1
S00118850,74,68,5,1,0
S00118851,100,81,15,4,0
S00118852,88,76,10,2,0
S00118853,69,61,6,2,0
S00118854,81,68,12,1,0
S00118855,95,83,8,2,2
S00118856,109,100,9,0,0
S00118857,141,135,6,0,0
S00118858,110,105,1,1,3
S00118859,88,72,15,1,0
S00118860,114,102,9,3,0
S00118861,135,126,7,2,0
S00118862,92,76,16,0,0
S00118863,106,83,21,2,0
S00118864,149,138,9,2,0
S00118865,116,93,22,1,0
S00118866,85,78,7,0,0
S00118867,101,92,7,1,1
S00118868,149,132,13,4,0
S00118869,94,77,17,0,0
S00118870,152,125,19,6,2
S00118871,75,66,9,0,0
S00118872,141,137,4,0,0
S00118873,97,94,3,0,0
S00118874,124,115,9,0,0
S00118875,127,103,24,0,0
S00118876,78,64,12,2,0
S00118877,52,44,5,3,0
S00118878,88,82,6,0,0
S00118879,95,91,3,1,0
S00118880,129,106,23,0,0
S00118881,100,76,17,4,3
S00118882,160,142,15,3,0
S00118883,104,88,14,2,0
S00118884,120,102,15,2,1
S00118885,105,95,10,0,0
S00118886,127,110,15,2,0
S00118887,86,74,11,1,0
S00118888,126,117,9,0,0
S00118889,84,77,6,0,1
S00118890,83,74,8,1,0
S00118891,112,101,10,1,0
S00118892,53,49,3,1,0
S00118893,50,39,11,0,0
S00118894,91,80,10,1,0
S00118895,110,102,7,1,0
S00118896,100,87,8,5,0
S00118897,100,87,10,3,0
S00118898,79,63,15,1,0
S00118899,109,96,10,3,0
S00118900,178,165,12,0,1
S00118901,76,70,5,1,0
S00118902,144,134,9,1,0
S00118903,114,107,7,0,0
S00118904,115,101,14,0,0
S00118905,152,129,20,2,1
S00118906,129,109,20,0,0
S00118907,116,107,9,0,0
S00118908,137,117,18,2,0
S00118909,67,65,2,0,0
S00118910,119,112,7,0,0
S00118911,119,106,11,2,0
S00118912,124,108,16,0,0
S00118913,136,118,17,1,0
S00118914,60,51,9,0,0
S00118915,172,157,15,0,0
S00118916,119,112,5,2,0
S00118917,98,88,9,1,0
S00118918,75,64,11,0,0
S00118919,71,59,11,1,0
S00118920,136,117,15,4,0
S00118921,83,73,8,1,1
S00118922,99,90,9,0,0
S00118923,141,122,19,0,0
S00118924,108,97,9,2,0
S00118925,94,80,12,2,0
S00118926,83,73,8,2,0
S00118927,112,94,17,1,0
S00118928,92,82,9,1,0
S00118929,133,117,14,1,1
S00118930,107,94,8,4,1
S00118931,173,153,20,0,0
S00118932,138,127,10,1,0
S00118933,77,73,4,0,0
S00118934,126,105,15,3,3
S00118935,120,101,18,1,0
S00118936,117,92,23,2,0
S00118937,87,78,9,0,0
S00118938,101,82,17,2,0
S00118939,105,91,14,0,0
S00118940,139,123,15,1,0
S00118941,148,138,9,1,0
S00118942,179,171,8,0,0
S00118943,75,68,6,1,0
S00118944,151,138,13,0,0
S00118945,89,86,3,0,0
S00118946,92,81,10,1,0
S00118947,58,55,2,0,1
S00118948,110,91,16,2,1
S00118949,96,87,9,0,0
S00118950,71,68,3,0,0
S00118951,85,80,5,0,0
S00118952,113,96,16,1,0
S00118953,109,98,9,2,0
S00118954,137,128,9,0,0
S00118955,149,132,14,3,0
S00118956,141,133,6,2,0
S00118957,155,139,16,0,0
S00118958,106,88,17,1,0
S00118959,104,95,8,1,0
S00118960,117,91,23,2,1
S00118961,100,84,14,2,0
S00118962,76,68,4,4,0
S00118963,108,93,15,0,0
S00118964,114,93,15,2,4
S00118965,116,104,12,0,0
S00118966,134,116,17,0,1
S00118967,105,95,7,2,1
S00118968,82,75,7,0,0
S00118969,89,86,3,0,0
S00118970,82,77,5,0,0
S00118971,53,46,7,0,0
S00118972,99,82,16,1,0
S00118973,133,122,10,1,0
S00118974,107,100,6,1,0
S00118975,122,109,13,0,0
S00118976,120,108,11,1,0
S00118977,120,113,7,0,0
S00118978,99,94,3,2,0
S00118979,86,84,2,0,0
S00118980,110,101,9,0,0
S00118981,107,97,8,2,0
S00118982,140,123,16,1,0
S00118983,122,113,9,0,0
S00118984,86,78,8,0,0
S00118985,148,137,10,1,0
S00118986,112,100,12,0,0
S00118987,92,81,10,1,0
S00118988,88,76,12,0,0
S00118989,119,104,11,2,2
S00118990,157,149,7,0,1
S00118991,125,107,17,1,0
S00118992,100,93,7,0,0
S00118993,100,94,6,0,0
S00118994,61,56,5,0,0
S00118995,101,88,12,1,0
S00118996,75,69,6,0,0
S00118997,85,78,7,0,0
S00118998,138,121,17,0,0
S00118999,83,74,9,0,0
S00119000,120,111,8,1,0
S00119001,164,147,14,1,2
S00119002,122,98,20,4,0
S00119003,100,90,10,0,0
S00119004,111,99,12,0,0
S00119005,160,127,29,3,1
S00119006,99,83,15,1,0
S00119007,107,93,12,2,0
S00119008,102,95,7,0,0
S00119009,84,75,9,0,0
S00119010,62,58,4,0,0
S00119011,78,68,7,3,0
S00119012,111,98,13,0,0
S00119013,89,80,9,0,0
S00119014,90,84,5,1,0
S00119015,82,79,2,1,0
S00119016,81,66,14,1,0
S00119017,111,96,15,0,0
S00119018,90,80,10,0,0
S00119019,100,89,10,1,0
S00119020,91,80,11,0,0
S00119021,62,54,7,1,0
S00119022,51,47,3,1,0
S00119023,119,103,14,2,0
S00119024,102,81,21,0,0
S00119025,68,58,10,0,0
S00119026,65,59,6,0,0
S00119027,78,66,11,1,0
S00119028,81,67,13,1,0
S00119029,64,50,14,0,0
S00119030,75,65,10,0,0
S00119031,96,88,8,0,0
S00119032,94,84,10,0,0
S00119033,147,132,15,0,0
S00119034,79,72,7,0,0
S00119035,116,104,12,0,0
S00119036,147,132,12,2,1
S00119037,95,90,5,0,0
S00119038,74,73,1,0,0
S00119039,87,77,5,3,2
S00119040,75,70,5,0,0
S00119041,52,43,8,1,0
S00119042,87,81,6,0,0
S00119043,89,87,2,0,0
S00119044,112,104,8,0,0
S00119045,47,36,9,2,0
S00119046,93,77,14,2,0
S00119047,59,52,6,0,1
S00119048,103,87,15,1,0
S00119049,56,42,9,4,1
S00119050,171,147,16,7,1
S00119051,152,136,15,1,0
S00119052,65,49,16,0,0
S00119053,183,175,7,1,0
S00119054,104,100,4,0,0
S00119055,61,49,12,0,0
S00119056,50,43,6,1,0
S00119057,105,100,3,2,0
S00119058,122,116,4,2,0
S00119059,119,109,9,1,0
S00119060,88,83,4,1,0
S00119061,119,108,11,0,0
S00119062,170,154,13,1,2
S00119063,143,122,19,2,0
S00119064,125,114,10,1,0
S00119065,83,78,5,0,0
S00119066,145,124,19,2,0
S00119067,144,125,18,1,0
S00119068,200,190,9,1,0
S00119069,145,131,14,0,0
S00119070,121,117,4,0,0
S00119071,56,53,3,0,0
S00119072,63,62,1,0,0
S00119073,80,76,3,1,0
S00119074,81,79,1,1,0
S00119075,48,39,7,1,1
S00119076,105,83,11,5,6
S00119077,83,74,9,0,0
S00119078,153,145,6,2,0
S00119079,145,136,9,0,0
S00119080,168,150,17,1,0
S00119081,80,73,7,0,0
S00119082,96,84,11,1,0
S00119083,171,159,10,2,0
S00119084,169,144,24,1,0
S00119085,88,75,9,3,1
S00119086,184,169,12,3,0
S00119087,210,188,19,3,0
S00119088,75,74,1,0,0
S00119089,133,122,10,1,0
S00119090,83,82,1,0,0
S00119091,123,114,8,1,0
S00119092,103,96,7,0,0
S00119093,96,87,9,0,0
S00119094,73,72,1,0,0
S00119095,77,71,5,1,0
S00119096,124,103,14,7,0
S00119097,52,45,3,4,0
S00119098,66,62,4,0,0
S00119099,151,145,6,0,0
S00119100,155,134,21,0,0
S00119101,91,84,7,0,0
S00119102,104,92,12,0,0
S00119103,158,146,12,0,0
S00119104,109,92,13,3,1
S00119105,81,72,6,2,1
S00119106,103,87,11,5,0
S00119107,64,59,5,0,0
S00119108,101,91,10,0,0
S00119109,102,97,4,1,0
S00119110,118,109,9,0,0
S00119111,197,183,14,0,0
S00119112,109,105,4,0,0
S00119113,79,71,8,0,0
S00119114,80,73,7,0,0
S00119115,113,97,16,0,0
S00119116,57,51,6,0,0
S00119117,146,132,14,0,0
S00119118,65,62,3,0,0
S00119119,117,110,7,0,0
S00119120,104,88,10,5,1
S00119121,99,84,9,6,0
S00119122,142,132,9,1,0
S00119123,120,102,18,0,0
S00119124,151,137,12,2,0
S00119125,129,120,9,0,0
S00119126,125,116,8,1,0
S00119127,119,108,11,0,0
S00119128,69,63,5,1,0
S00119129,100,94,6,0,0
S00119130,133,118,15,0,0
S00119131,108,96,12,0,0
S00119132,121,110,10,1,0
S00119133,82,71,11,0,0
S00119134,83,70,9,4,0
S00119135,71,58,11,2,0
S00119136,79,66,12,1,0
S00119137,101,89,12,0,0
S00119138,91,81,10,0,0
S00119139,70,66,4,0,0
S00119140,55,52,3,0,0
S00119141,71,61,10,0,0
S00119142,111,99,10,2,0
S00119143,139,129,9,1,0
S00119144,134,117,12,5,0
S00119145,84,77,6,1,0
S00119146,69,59,9,1,0
S00119147,111,102,9,0,0
S00119148,61,55,5,1,0
S00119149,129,119,9,1,0
S00119150,134,119,15,0,0
S00119151,60,54,6,0,0
S00119152,108,100,6,2,0
S00119153,102,92,10,0,0
S00119154,128,124,4,0,0
S00119155,109,93,16,0,0
S00119156,219,202,15,2,0
S00119157,126,117,9,0,0
S00119158,107,102,5,0,0
S00119159,146,136,8,1,1
S00119160,92,84,7,1,0
S00119161,96,89,6,1,0
S00119162,98,94,4,0,0
S00119163,81,81,0,0,0
S00119164,62,56,6,0,0
S00119165,121,113,7,1,0
S00119166,134,126,6,2,0
S00119167,111,96,14,0,1
S00119168,171,162,8,1,0
S00119169,106,94,12,0,0
S00119170,87,84,3,0,0
S00119171,111,102,7,2,0
S00119172,78,77,1,0,0
S00119173,126,119,7,0,0
S00119174,113,108,4,1,0
S00119175,73,70,3,0,0
S00119176,56,45,11,0,0
S00119177,105,98,7,0,0
S00119178,53,50,3,0,0
S00119179,188,176,12,0,0
S00119180,129,124,4,0,1
S00119181,108,100,8,0,0
S00119182,74,70,4,0,0
S00119183,120,113,7,0,0
S00119184,118,109,9,0,0
S00119185,148,134,14,0,0
S00119186,108,101,7,0,0
S00119187,57,52,5,0,0
S00119188,51,45,6,0,0
S00119189,138,127,11,0,0
S00119190,90,88,2,0,0
S00119191,101,92,8,1,0
S00119192,88,85,2,1,0
S00119193,65,59,6,0,0
S00119194,111,102,9,0,0
S00119195,96,93,3,0,0
S00119196,84,76,8,0,0
S00119197,106,86,17,3,0
S00119198,78,74,4,0,0
S00119199,112,99,13,0,0
S00119200,68,64,4,0,0
S00119201,75,70,4,1,0
S00119202,71,62,9,0,0
S00119203,68,64,3,1,0
S00119204,134,126,8,0,0
S00119205,83,71,10,1,1
S00119206,81,77,3,1,0
S00119207,130,111,16,3,0
S00119208,106,94,12,0,0
S00119209,107,105,2,0,0
S00119210,67,57,9,1,0
S00119211,52,51,1,0,0
S00119212,68,61,6,0,1
S00119213,147,137,7,3,0
S00119214,64,57,7,0,0
S00119215,162,140,19,3,0
S00119216,64,59,3,2,0
S00119217,138,124,14,0,0
S00119218,194,150,33,11,0
S00119219,116,114,2,0,0
S00119220,83,77,4,2,0
S00119221,93,82,11,0,0
S00119222,108,96,10,2,0
S00119223,59,50,9,0,0
S00119224,128,113,11,4,0
S00119225,90,87,3,0,0
S00119226,61,59,1,1,0
S00119227,89,79,8,2,0
S00119228,58,49,9,0,0
S00119229,91,88,3,0,0
S00119230,68,61,7,0,0
S00119231,154,147,6,1,0
S00119232,81,73,7,1,0
S00119233,148,142,4,2,0
S00119234,51,47,3,1,0
S00119235,129,111,18,0,0
S00119236,65,59,4,2,0
S00119237,120,115,4,1,0
S00119238,84,75,6,3,0
S00119239,78,62,13,3,0
S00119240,117,98,17,1,1
S00119241,185,163,19,3,0
S00119242,85,78,7,0,0
S00119243,141,128,11,1,1
S00119244,55,51,3,1,0
S00119245,105,80,24,1,0
S00119246,86,74,10,0,2
S00119247,133,123,9,1,0
S00119248,97,89,7,1,0
S00119249,97,90,7,0,0
S00119250,104,96,7,0,1
S00119251,146,128,18,0,0
S00119252,120,115,5,0,0
S00119253,61,58,3,0,0
S00119254,181,167,14,0,0
S00119255,111,100,11,0,0
S00119256,66,65,1,0,0
S00119257,158,141,17,0,0
S00119258,79,73,6,0,0
S00119259,136,120,15,0,1
S00119260,98,87,11,0,0
S00119261,106,95,11,0,0
S00119262,158,143,15,0,0
S00119263,123,110,11,2,0
S00119264,120,106,11,3,0
S00119265,157,149,8,0,0
S00119266,64,58,6,0,0
S00119267,88,81,7,0,0
S00119268,138,119,19,0,0
S00119269,101,91,9,1,0
S00119270,92,82,10,0,0
S00119271,137,125,12,0,0
S00119272,171,154,16,1,0
S00119273,114,102,11,1,0
S00119274,147,119,24,4,0
S00119275,99,93,5,1,0
S00119276,74,60,11,3,0
S00119277,132,118,13,1,0
S00119278,95,89,6,0,0
S00119279,130,124,5,0,1
S00119280,194,174,18,2,0
S00119281,64,55,8,1,0
S00119282,57,55,2,0,0
S00119283,172,153,18,1,0
S00119284,163,152,11,0,0
S00119285,174,168,6,0,0
S00119286,58,56,2,0,0
S00119287,93,86,7,0,0
S00119288,100,88,10,2,0
S00119289,131,123,5,3,0
S00119290,84,77,7,0,0
S00119291,132,121,11,0,0
S00119292,123,107,15,1,0
S00119293,125,111,12,1,1
S00119294,113,108,5,0,0
S00119295,196,178,18,0,0
S00119296,134,117,16,1,0
S00119297,143,134,9,0,0
S00119298,66,64,2,0,0
S00119299,140,131,8,1,0
S00119300,207,190,13,4,0
S00119301,54,49,5,0,0
S00119302,57,52,5,0,0
S00119303,97,90,6,1,0
S00119304,152,143,8,1,0
S00119305,138,120,15,3,0
S00119306,73,63,9,1,0
S00119307,127,116,10,1,0
S00119308,63,53,10,0,0
S00119309,97,85,11,1,0
S00119310,143,125,18,0,0
S00119311,55,54,1,0,0
S00119312,61,60,1,0,0
S00119313,136,126,6,4,0
S00119314,93,91,1,1,0
S00119315,75,68,7,0,0
S00119316,134,124,8,2,0
S00119317,74,69,5,0,0
S00119318,84,70,13,1,0
S00119319,173,158,14,1,0
S00119320,93,83,9,1,0
S00119321,146,128,15,2,1
S00119322,98,90,7,0,1
S00119323,70,63,6,1,0
S00119324,128,123,5,0,0
S00119325,168,156,10,2,0
S00119326,121,108,13,0,0
S00119327,97,92,5,0,0
S00119328,90,83,7,0,0
S00119329,178,167,11,0,0
S00119330,59,56,3,0,0
S00119331,75,69,6,0,0
S00119332,182,175,7,0,0
S00119333,120,117,3,0,0
S00119334,147,142,5,0,0
S00119335,102,91,11,0,0
S00119336,153,139,12,2,0
S00119337,165,148,16,1,0
S00119338,61,57,4,0,0
S00119339,102,98,4,0,0
S00119340,164,154,10,0,0
S00119341,103,93,9,1,0
S00119342,160,142,17,1,0
S00119343,115,106,9,0,0
S00119344,173,153,18,2,0
S00119345,128,122,5,1,0
S00119346,75,68,7,0,0
S00119347,118,112,3,3,0
S00119348,177,159,15,3,0
S00119349,180,164,16,0,0
S00119350,62,56,3,3,0
S00119351,113,107,6,0,0
S00119352,166,159,6,1,0
S00119353,121,114,5,2,0
S00119354,131,118,11,2,0
S00119355,185,160,23,2,0
S00119356,148,133,15,0,0
S00119357,124,113,10,1,0
S00119358,90,82,7,1,0
S00119359,113,110,3,0,0
S00119360,72,67,4,1,0
S00119361,109,104,4,1,0
S00119362,115,112,3,0,0
S00119363,141,133,8,0,0
S00119364,69,67,2,0,0
S00119365,103,95,8,0,0
S00119366,140,129,10,1,0
S00119367,125,119,5,1,0
S00119368,117,104,10,2,1
S00119369,137,135,1,0,1
S00119370,91,82,8,1,0
S00119371,134,124,10,0,0
S00119372,84,81,3,0,0
S00119373,61,55,6,0,0
S00119374,168,159,9,0,0
S00119375,78,70,8,0,0
S00119376,115,104,10,1,0
S00119377,86,80,6,0,0
S00119378,87,83,4,0,0
S00119379,91,83,8,0,0
S00119380,99,90,9,0,0
S00119381,85,71,14,0,0
S00119382,83,69,14,0,0
S00119383,75,72,3,0,0
S00119384,104,98,5,1,0
S00119385,114,103,11,0,0
S00119386,100,93,7,0,0
S00119387,135,122,11,2,0
S00119388,68,66,2,0,0
S00119389,150,130,17,2,1
S00119390,82,75,6,1,0
S00119391,84,77,7,0,0
S00119392,129,111,16,2,0
S00119393,59,58,1,0,0
S00119394,59,52,7,0,0
S00119395,118,112,5,1,0
S00119396,70,59,9,2,0
S00119397,108,99,9,0,0
S00119398,118,110,8,0,0
S00119399,94,89,5,0,0
S00119400,78,58,19,1,0
S00119401,138,114,21,3,0
S00119402,104,97,6,1,0
S00119403,70,66,4,0,0
S00119404,282,255,25,2,0
S00119405,176,161,13,2,0
S00119406,111,105,5,1,0
S00119407,77,76,1,0,0
S00119408,67,64,3,0,0
S00119409,129,113,15,1,0
S00119410,63,60,2,1,0
S00119411,153,145,7,1,0
S00119412,159,153,6,0,0
S00119413,116,110,5,0,1
S00119414,83,68,14,1,0
S00119415,173,107,52,13,1
S00119416,101,98,3,0,0
S00119417,109,101,6,2,0
S00119418,66,60,5,1,0
S00119419,102,87,10,2,3
S00119420,105,100,5,0,0
S00119421,57,46,9,2,0
S00119422,117,111,2,3,1
S00119423,188,172,14,1,1
S00119424,106,94,10,2,0
S00119425,116,110,6,0,0
S00119426,106,96,10,0,0
S00119427,103,98,5,0,0
S00119428,66,59,7,0,0
S00119429,85,81,4,0,0
S00119430,61,60,1,0,0
S00119431,59,47,9,2,1
S00119432,58,42,15,1,0
S00119433,93,74,9,10,0
S00119434,144,122,22,0,0
S00119435,72,63,9,0,0
S00119436,62,56,5,1,0
S00119437,74,69,5,0,0
S00119438,115,110,5,0,0
S00119439,75,65,8,0,2
S00119440,138,120,17,1,0
S00119441,214,183,29,2,0
S00119442,155,138,14,3,0
S00119443,168,153,14,1,0
S00119444,79,67,9,2,1
S00119445,131,119,10,2,0
S00119446,166,150,13,2,1
S00119447,80,72,7,1,0
S00119448,119,109,9,1,0
S00119449,90,68,17,5,0
S00119450,116,94,19,2,1
S00119451,60,49,9,2,0
S00119452,95,81,11,3,0
S00119453,131,119,8,3,1
S00119454,151,135,14,2,0
S00119455,157,127,23,7,0
S00119456,62,55,7,0,0
S00119457,118,107,10,1,0
S00119458,124,120,4,0,0
S00119459,87,77,8,2,0
S00119460,113,100,13,0,0
S00119461,89,83,4,2,0
S00119462,97,94,3,0,0
S00119463,108,97,10,1,0
S00119464,104,86,16,2,0
S00119465,78,68,6,4,0
S00119466,145,125,19,1,0
S00119467,52,47,4,1,0
S00119468,127,116,9,2,0
S00119469,94,80,11,2,1
S00119470,116,96,20,0,0
S00119471,133,104,17,11,1
S00119472,75,71,4,0,0
S00119473,100,97,3,0,0
S00119474,109,99,9,0,1
S00119475,105,97,6,2,0
S00119476,68,63,2,2,1
S00119477,70,55,5,9,1
S00119478,114,92,14,5,3
S00119479,74,63,11,0,0
S00119480,165,152,12,1,0
S00119481,77,68,4,4,1
S00119482,138,118,18,2,0
S00119483,103,98,5,0,0
S00119484,64,56,6,2,0
S00119485,113,97,13,3,0
S00119486,75,65,4,5,1
S00119487,79,73,5,1,0
S00119488,93,86,5,2,0
S00119489,222,190,29,3,0
S00119490,133,108,22,2,1
S00119491,80,79,1,0,0
S00119492,129,117,10,2,0
S00119493,141,132,7,1,1
S00119494,125,107,17,1,0
S00119495,59,49,9,1,0
S00119496,83,77,6,0,0
S00119497,132,123,9,0,0
S00119498,87,82,5,0,0
S00119499,183,164,13,6,0
S00119500,66,64,2,0,0
S00119501,107,102,5,0,0
S00119502,106,102,3,1,0
S00119503,113,105,8,0,0
S00119504,124,108,11,3,2
S00119505,115,111,4,0,0
S00119506,75,75,0,0,0
S00119507,67,59,8,0,0
S00119508,197,189,7,1,0
S00119509,101,92,9,0,0
S00119510,125,106,19,0,0
S00119511,127,122,5,0,0
S00119512,98,89,9,0,0
S00119513,72,67,5,0,0
S00119514,84,79,4,0,1
S00119515,105,99,6,0,0
S00119516,148,131,14,2,1
S00119517,76,54,17,4,1
S00119518,188,170,14,1,3
S00119519,141,127,14,0,0
S00119520,103,86,16,1,0
S00119521,131,119,11,1,0
S00119522,79,74,3,2,0
S00119523,124,110,10,4,0
S00119524,91,75,13,3,0
S00119525,104,103,1,0,0
S00119526,120,117,3,0,0
S00119527,57,45,12,0,0
S00119528,127,113,13,1,0
S00119529,159,146,12,1,0
S00119530,93,87,6,0,0
S00119531,126,120,6,0,0
S00119532,79,76,3,0,0
S00119533,121,109,10,1,1
S00119534,90,82,7,0,1
S00119535,92,78,14,0,0
S00119536,106,86,20,0,0
S00119537,97,95,2,0,0
S00119538,127,110,15,2,0
S00119539,124,105,18,1,0
S00119540,71,65,6,0,0
S00119541,156,150,5,1,0
S00119542,71,67,3,0,1
S00119543,106,100,6,0,0
S00119544,121,91,19,10,1
S00119545,77,55,12,6,4
S00119546,124,111,8,5,0
S00119547,54,46,5,2,1
S00119548,145,130,7,6,2
S00119549,100,87,13,0,0
S00119550,54,46,7,1,0
S00119551,61,57,4,0,0
S00119552,147,134,12,1,0
S00119553,103,75,19,7,2
S00119554,82,69,9,3,1
S00119555,219,183,29,5,2
S00119556,111,108,3,0,0
S00119557,165,157,6,2,0
S00119558,127,112,13,2,0
S00119559,71,58,13,0,0
S00119560,121,105,14,2,0
S00119561,85,70,14,1,0
S00119562,69,62,7,0,0
S00119563,110,100,8,2,0
S00119564,143,131,10,2,0
S00119565,141,131,10,0,0
S00119566,85,73,12,0,0
S00119567,100,95,5,0,0
S00119568,83,82,1,0,0
S00119569,94,82,12,0,0
S00119570,131,113,16,2,0
S00119571,62,56,6,0,0
S00119572,134,125,8,1,0
S00119573,68,65,3,0,0
S00119574,130,109,14,7,0
S00119575,133,123,10,0,0
S00119576,161,138,22,1,0
S00119577,52,49,3,0,0
S00119578,108,90,14,4,0
S00119579,82,74,7,1,0
S00119580,135,111,18,6,0
S00119581,149,135,14,0,0
S00119582,123,113,8,2,0
S00119583,77,65,12,0,0
S00119584,156,138,15,3,0
S00119585,52,50,1,1,0
S00119586,173,158,15,0,0
S00119587,110,100,10,0,0
S00119588,74,66,7,1,0
S00119589,78,69,9,0,0
S00119590,78,70,8,0,0
S00119591,122,94,23,1,4
S00119592,179,163,14,2,0
S00119593,159,131,21,7,0
S00119594,75,69,4,2,0
